Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,replicate,sample_acc,Sample Name,SRA Study,treatment
SRR10048627,AMPLICON,268,PRJNA561262,SAMN12612792,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783061,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day11.R1,PAIRED,PCR,METAGENOMIC,11,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296549,Con.Day12.Rep1.80,SRP218944,Con.Day11
SRR10048628,AMPLICON,266,PRJNA561262,SAMN12612791,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783060,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day7.R1,PAIRED,PCR,METAGENOMIC,20,9,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296552,Con.Day8.Rep1.92,SRP218944,Con.Day7
SRR10048629,AMPLICON,265,PRJNA561262,SAMN12612790,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783059,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day3.R1,PAIRED,PCR,METAGENOMIC,16,8,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296551,Con.Day4.Rep1.59,SRP218944,Con.Day3
SRR10048630,AMPLICON,263,PRJNA561262,SAMN12612781,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783058,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day1.R1,PAIRED,PCR,METAGENOMIC,4,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296585,ASD.Day2.Rep1.40,SRP218944,ASD.Day1
SRR10048631,AMPLICON,267,PRJNA561262,SAMN12612780,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783057,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day0.R1,PAIRED,PCR,METAGENOMIC,5,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296584,ASD.Day1.Rep1.24,SRP218944,ASD.Day0
SRR10048587,AMPLICON,266,PRJNA561262,SAMN12612829,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783101,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day0.R4,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296559,Con.Day1.Rep4.56,SRP218944,Con.Day0
SRR10007916,AMPLICON,484,PRJNA561262,SAMN12612787,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746251,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day0.R1,PAIRED,PCR,METAGENOMIC,35,14,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep1,SRS5296583,Con.Day1.Rep1.68,SRP218944,Con.Day0
SRR10048589,AMPLICON,272,PRJNA561262,SAMN12612827,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783099,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day11.R4,PAIRED,PCR,METAGENOMIC,25,12,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296568,ASD.Day12.Rep4.13,SRP218944,ASD.Day11
SRR10048603,AMPLICON,272,PRJNA561262,SAMN12612814,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783085,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day15.R3,PAIRED,PCR,METAGENOMIC,16,8,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296537,ASD.Day16.Rep3.2,SRP218944,ASD.Day15
SRR10007936,AMPLICON,485,PRJNA561262,SAMN12612820,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746231,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day11.R3,PAIRED,PCR,METAGENOMIC,28,11,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296563,Con.Day12.Rep3.95,SRP218944,Con.Day11
SRR10048594,AMPLICON,267,PRJNA561262,SAMN12612822,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783094,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day0.R4,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296565,ASD.Day1.Rep4.30,SRP218944,ASD.Day0
SRR10048596,AMPLICON,266,PRJNA561262,SAMN12612820,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783092,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day11.R3,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296563,Con.Day12.Rep3.95,SRP218944,Con.Day11
SRR10007919,AMPLICON,485,PRJNA561262,SAMN12612784,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746248,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_16S.Day7.R1,PAIRED,PCR,METAGENOMIC,36,14,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep1,SRS5296580,ASD.Day8.Rep1.50,SRP218944,ASD.Day7
SRR10048624,AMPLICON,262,PRJNA561262,SAMN12612795,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783064,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day1.R2,PAIRED,PCR,METAGENOMIC,7,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296548,ASD.Day2.Rep2.31,SRP218944,ASD.Day1
SRR10048593,AMPLICON,263,PRJNA561262,SAMN12612823,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783095,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day1.R4,PAIRED,PCR,METAGENOMIC,10,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296564,ASD.Day2.Rep4.34,SRP218944,ASD.Day1
SRR10007940,AMPLICON,484,PRJNA561262,SAMN12612829,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746227,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day0.R4,PAIRED,PCR,METAGENOMIC,24,10,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep4,SRS5296559,Con.Day1.Rep4.56,SRP218944,Con.Day0
SRR10007945,AMPLICON,486,PRJNA561262,SAMN12612798,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746222,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_16S.Day7.R2,PAIRED,PCR,METAGENOMIC,31,12,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep2,SRS5296554,ASD.Day8.Rep2.38,SRP218944,ASD.Day7
SRR10007931,AMPLICON,486,PRJNA561262,SAMN12612827,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746236,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_16S.Day11.R4,PAIRED,PCR,METAGENOMIC,29,11,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep4,SRS5296568,ASD.Day12.Rep4.13,SRP218944,ASD.Day11
SRR10048580,AMPLICON,266,PRJNA561262,SAMN12612835,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783108,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day15.R4,PAIRED,PCR,METAGENOMIC,10,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296553,Con.Day16.Rep4.63,SRP218944,Con.Day15
SRR10048614,AMPLICON,266,PRJNA561262,SAMN12612804,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783074,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day3.R2,PAIRED,PCR,METAGENOMIC,12,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296577,Con.Day4.Rep2.62,SRP218944,Con.Day3
SRR10048615,AMPLICON,266,PRJNA561262,SAMN12612803,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783073,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day2.R2,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296570,Con.Day3.Rep2.103,SRP218944,Con.Day2
SRR10048625,AMPLICON,267,PRJNA561262,SAMN12612794,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783063,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day0.R2,PAIRED,PCR,METAGENOMIC,4,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296547,ASD.Day1.Rep2.5,SRP218944,ASD.Day0
SRR10007942,AMPLICON,483,PRJNA561262,SAMN12612833,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746225,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day7.R4,PAIRED,PCR,METAGENOMIC,46,18,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep4,SRS5296557,Con.Day8.Rep4.57,SRP218944,Con.Day7
SRR10048576,AMPLICON,266,PRJNA561262,SAMN12612789,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783112,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day2.R1,PAIRED,PCR,METAGENOMIC,15,7,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296590,Con.Day3.Rep1.83,SRP218944,Con.Day2
SRR10007943,AMPLICON,483,PRJNA561262,SAMN12612832,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746224,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day3.R4,PAIRED,PCR,METAGENOMIC,34,14,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep4,SRS5296556,Con.Day4.Rep4.99,SRP218944,Con.Day3
